Frequency,Power
2.1,0.006014571969423789
2.233898305084746,0.009229107579983485
2.3677966101694916,0.007062519226711175
2.5016949152542374,0.0032925235258070493
2.635593220338983,0.0022903816004382913
2.769491525423729,0.001597058210059697
2.9033898305084747,0.0014897871160082607
3.0372881355932204,0.0013334581649096216
3.171186440677966,0.001063232664678487
3.305084745762712,0.0008638744122287511
3.4389830508474577,0.0008265986036082641
3.5728813559322035,0.00080926334208645
3.7067796610169492,0.0008150405994683662
3.840677966101695,0.0009994356356776701
3.9745762711864407,0.0012249680115501299
4.1084745762711865,0.001438471321786197
4.242372881355932,0.0016501942879237474
4.376271186440678,0.0019645228962134166
4.510169491525424,0.0022924760138089088
4.6440677966101696,0.001767663386531468
4.777966101694915,0.001332232138977469
4.911864406779661,0.0010802757482091105
5.045762711864407,0.0009658801940821652
5.179661016949153,0.0009603537831500323
5.313559322033898,0.0008769557270768837
5.447457627118644,0.000760232747948864
5.58135593220339,0.0006442937732953897
5.715254237288136,0.0005286169423900633
5.849152542372881,0.0006290730873748343
5.983050847457627,0.0008217597017171263
6.116949152542373,0.000632237054962378
6.250847457627119,0.00040752190173261023
6.384745762711864,0.0004126887341448453
6.518644067796609,0.00040728881799292595
6.652542372881356,0.00032425950425616197
6.786440677966102,0.0002418142609026594
6.920338983050847,0.0002499800914111528
7.054237288135592,0.00031336127784019157
7.1881355932203395,0.00044680272821391804
7.322033898305085,0.0003852347477506024
7.45593220338983,0.0002798970136862521
7.589830508474575,0.0003222169628306706
7.7237288135593225,0.0003997844539354792
7.857627118644068,0.00036644034244127054
7.991525423728813,0.00029058841915665637
8.125423728813558,0.00027761245460140307
8.259322033898306,0.00031387535977149615
8.39322033898305,0.00021433476469724026
8.527118644067796,0.00010385245402794368
8.661016949152541,0.00021737365248289284
8.794915254237289,0.00026027731013383116
8.928813559322034,0.0002564145264544026
9.06271186440678,0.00028061809235530846
9.196610169491525,0.000305019904647574
9.330508474576272,0.0002743211658998077
9.464406779661017,0.00023881772305474585
9.598305084745762,0.00020082372576492278
9.732203389830508,0.00015829852189335806
9.866101694915255,0.0001264640567285788
10.0,0.00015473406712208075
